Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Pbr_lncRNA1093	-	Chr15	+	10845759	10846752	0.000000	0.000000	0.000000
Pbr_lncRNA1245	-	Chr15	-	10957330	10958380	1.057403	4.059452	6.761079
Pbr_lncRNA1246	-	Chr15	-	10959416	10960339	0.000000	0.000000	0.000000
Pbr_lncRNA1247	-	Chr15	-	10962667	10963678	0.000000	0.000000	0.000000
Pbr_lncRNA1094	-	Chr15	+	11155371	11158090	0.000000	0.000000	0.000000
Pbr_lncRNA1095	-	Chr15	+	11313965	11314677	0.815287	3.192493	5.317144
Pbr_lncRNA1248	-	Chr15	-	11705937	11740274	0.189611	8.361093	13.925527
Pbr_lncRNA1249	-	Chr15	-	11712891	11715385	0.116153	0.445920	0.742687
Pbr_lncRNA1250	-	Chr15	-	11726042	11736724	0.000000	0.000000	0.000000
Pbr_lncRNA1099	-	Chr15	+	11816875	11817349	6720.253906	25799.576172	42969.585938
Pbr_lncRNA1252	-	Chr15	-	11869599	11872444	0.000000	0.000000	0.000000
Pbr_lncRNA1251	-	Chr15	-	11873190	11877618	0.785436	11.913352	19.841869
Pbr_lncRNA1102	-	Chr15	+	12116672	12118347	1.378125	5.290729	8.811789
Pbr_lncRNA1253	-	Chr15	-	12170463	12172750	29.914818	114.845306	191.276596
Pbr_lncRNA1254	-	Chr15	-	12176033	12177395	0.998577	3.833615	6.384943
Pbr_lncRNA1103	-	Chr15	+	12177876	12179776	1.758102	6.749490	11.241378
Pbr_lncRNA1255	-	Chr15	-	12310128	12311539	0.000000	0.000000	0.000000
Pbr_lncRNA1105	-	Chr15	+	12533691	12534536	0.288036	1.105793	1.841714
Pbr_lncRNA1106	-	Chr15	+	12719457	12721515	5.286871	26.357937	43.899540
Pbr_lncRNA1107	-	Chr15	+	13116234	13116530	2.501351	9.602881	15.993743
Pbr_lncRNA1109	-	Chr15	+	13591083	13593225	11.707239	44.945000	74.856575
Pbr_lncRNA1260	-	Chr15	-	13817413	13817880	0.284580	1.092525	1.819616
Pbr_lncRNA1259	-	Chr15	-	13792500	13800647	0.643297	4.435920	7.388092
Pbr_lncRNA1111	-	Chr15	+	13899536	13901016	5.062480	19.435257	32.369717
Pbr_lncRNA1110	-	Chr15	+	13889889	13892127	18.768314	84.591881	140.889053
Pbr_lncRNA1263	-	Chr15	-	14331305	14331930	0.000000	0.000000	0.000000
Pbr_lncRNA1261	-	Chr15	-	14299655	14300213	0.000000	0.000000	0.000000
Pbr_lncRNA1262	-	Chr15	-	14302765	14304635	2.920111	11.210532	18.671312
Pbr_lncRNA1264	-	Chr15	-	14757153	14758043	3.103647	12.039259	20.051569
Pbr_lncRNA1113	-	Chr15	+	15328003	15346437	4.588306	81.678093	136.036102
Pbr_lncRNA1265	-	Chr15	-	15725349	15728232	2.604919	10.000486	16.655962
Pbr_lncRNA1266	-	Chr15	-	16040190	16042097	1.232730	4.789637	7.977213
Pbr_lncRNA1267	-	Chr15	-	16123675	16125308	4.975835	19.102615	31.815697
Pbr_lncRNA1268	-	Chr15	-	16599660	16602257	10.717131	41.143898	68.525787
Pbr_lncRNA1269	-	Chr15	-	16692972	16699161	0.626997	4.534403	7.552118
Pbr_lncRNA1116	-	Chr15	+	17520846	17521230	0.000000	0.000000	0.000000
Pbr_lncRNA1117	-	Chr15	+	17620708	17622887	0.000000	0.000000	0.000000
Pbr_lncRNA1119	-	Chr15	+	17797402	17798174	1.359401	5.218846	8.692067
Pbr_lncRNA1271	-	Chr15	-	17797617	17798242	0.000000	0.000000	0.000000
Pbr_lncRNA1272	-	Chr15	-	18006098	18009097	9.313167	35.753963	59.548775
Pbr_lncRNA1274	-	Chr15	-	18030089	18031338	0.000000	0.000000	0.000000
Pbr_lncRNA1120	-	Chr15	+	18017991	18021254	62.945614	241.653107	402.476868
Pbr_lncRNA1276	-	Chr15	-	18047969	18048678	1.083669	4.160289	6.929025
Pbr_lncRNA1275	-	Chr15	-	18033805	18036183	1981.007080	7632.065430	12711.321289
Pbr_lncRNA1278	-	Chr15	-	18114241	18121641	6.083959	23.356789	38.901081
Pbr_lncRNA1279	-	Chr15	-	18268189	18271094	1.587597	6.094908	10.151162
Pbr_lncRNA1280	-	Chr15	-	18384205	18399694	0.712366	4.014807	6.686723
Pbr_lncRNA1277	-	Chr15	-	18049897	18055161	432.391754	6668.790527	11106.972656
Pbr_lncRNA1281	-	Chr15	-	18583190	18588071	2.720276	14.269925	23.766775
Pbr_lncRNA1123	-	Chr15	+	18901875	18908988	0.000000	0.000000	0.000000
Pbr_lncRNA1124	-	Chr15	+	18903468	18911159	0.000000	0.000000	0.000000
Pbr_lncRNA1282	-	Chr15	-	18927937	18928815	0.000000	0.000000	0.000000
Pbr_lncRNA1125	-	Chr15	+	18957868	18964212	3.475437	13.342471	22.222090
Pbr_lncRNA1284	-	Chr15	-	19084838	19085962	0.000000	0.000000	0.000000
Pbr_lncRNA1285	-	Chr15	-	19171822	19173334	0.000000	0.000000	0.000000
Pbr_lncRNA1126	-	Chr15	+	19887222	19887798	0.000000	0.000000	0.000000
Pbr_lncRNA1127	-	Chr15	+	20026489	20027365	1.256375	4.823321	8.033315
Pbr_lncRNA1283	-	Chr15	-	19018554	19026353	131.383453	510.337402	849.974670
Pbr_lncRNA1132	-	Chr15	+	20602210	20602909	1.097715	4.214213	7.018836
Pbr_lncRNA1287	-	Chr15	-	20450162	20450745	0.000000	0.000000	0.000000
Pbr_lncRNA1288	-	Chr15	-	20459353	20460106	0.000000	0.000000	0.000000
Pbr_lncRNA1293	-	Chr15	-	20990786	20991311	0.000000	0.000000	0.000000
Pbr_lncRNA1291	-	Chr15	-	20964046	20964641	70.459663	270.500092	450.522003
Pbr_lncRNA1128	-	Chr15	+	20367825	20372177	19.386801	88.352745	147.152832
Pbr_lncRNA1294	-	Chr15	-	21739289	21740534	5.874918	22.554266	37.564472
Pbr_lncRNA1133	-	Chr15	+	22168236	22169207	0.000000	0.000000	0.000000
Pbr_lncRNA1134	-	Chr15	+	22481232	22481600	0.000000	0.000000	0.000000
Pbr_lncRNA1135	-	Chr15	+	22569126	22571767	8.155056	31.307894	52.143768
Pbr_lncRNA1137	-	Chr15	+	23420561	23426504	0.221495	1.549540	2.580782
Pbr_lncRNA1300	-	Chr15	-	23505542	23514278	1.878394	8.142161	13.560893
Pbr_lncRNA1299	-	Chr15	-	23357997	23365795	57.351196	611.136902	1017.857727
Pbr_lncRNA1138	-	Chr15	+	23732422	23733512	0.000000	0.000000	0.000000
Pbr_lncRNA1139	-	Chr15	+	23833607	23834557	1.045179	4.012523	6.682919
Pbr_lncRNA1303	-	Chr15	-	24039303	24039947	4.911253	20.404877	33.984634
Pbr_lncRNA1304	-	Chr15	-	24062493	24063310	3.027077	11.621183	19.355257
Pbr_lncRNA1305	-	Chr15	-	24065591	24067179	0.000000	0.000000	0.000000
Pbr_lncRNA1140	-	Chr15	+	24141456	24142929	0.000000	0.000000	0.000000
Pbr_lncRNA1307	-	Chr15	-	24437705	24440216	44.054409	169.128296	281.685730
Pbr_lncRNA1306	-	Chr15	-	24379361	24382943	36.161854	243.468521	405.500519
Pbr_lncRNA1302	-	Chr15	-	23947465	23961391	9.520861	81.946716	136.483490
Pbr_lncRNA1308	-	Chr15	-	24572199	24584360	627.745178	3288.169189	5476.496094
Pbr_lncRNA1145	-	Chr15	+	25278798	25285512	14.363213	124.418571	207.221008
Pbr_lncRNA1142	-	Chr15	+	24662269	24662913	0.000000	0.000000	0.000000
Pbr_lncRNA1309	-	Chr15	-	24698890	24699789	0.000000	0.000000	0.000000
Pbr_lncRNA1143	-	Chr15	+	24782504	24802234	4.268368	17.074043	28.437078
Pbr_lncRNA1144	-	Chr15	+	24800234	24801013	0.000000	0.000000	0.000000
Pbr_lncRNA1310	-	Chr15	-	24901209	24901516	0.000000	0.000000	0.000000
Pbr_lncRNA1311	-	Chr15	-	24985473	24985964	0.000000	0.000000	0.000000
Pbr_lncRNA1312	-	Chr15	-	25002957	25003256	0.000000	0.000000	0.000000
Pbr_lncRNA1146	-	Chr15	+	26139056	26139707	70.515060	270.712769	450.876282
Pbr_lncRNA1313	-	Chr15	-	26411692	26413094	0.000000	0.000000	0.000000
Pbr_lncRNA1147	-	Chr15	+	26440946	26442214	1.951641	7.492501	12.478874
Pbr_lncRNA1148	-	Chr15	+	26479487	26480714	0.000000	0.000000	0.000000
Pbr_lncRNA1149	-	Chr15	+	26843249	26843669	0.818608	3.142700	5.234214
Pbr_lncRNA1316	-	Chr15	-	27819091	27822325	0.000000	0.000000	0.000000
Pbr_lncRNA1150	-	Chr15	+	27773885	27811702	0.159468	0.612210	1.019645
Pbr_lncRNA1151	-	Chr15	+	27987164	27988612	2.472751	9.493082	15.810874
Pbr_lncRNA1318	-	Chr15	-	27972335	27978329	0.913320	3.506306	5.839807
Pbr_lncRNA1319	-	Chr15	-	28402481	28410116	0.801665	3.444651	5.737118
Pbr_lncRNA1320	-	Chr15	-	28685243	28688154	16.459244	64.920372	108.125870
Pbr_lncRNA1321	-	Chr15	-	28718257	28721085	4.187136	16.483572	27.453638
Pbr_lncRNA1324	-	Chr15	-	29336319	29336802	0.000000	0.000000	0.000000
Pbr_lncRNA1322	-	Chr15	-	29016282	29037656	0.239211	1.068285	1.779244
Pbr_lncRNA1323	-	Chr15	-	29028274	29030732	0.000000	0.000000	0.000000
Pbr_lncRNA1153	-	Chr15	+	29576004	29582794	1.869139	7.175769	11.951353
Pbr_lncRNA1154	-	Chr15	+	29576382	29583788	1.853867	21.299828	35.475185
Pbr_lncRNA1155	-	Chr15	+	29578030	29584769	0.134187	0.515154	0.857997
Pbr_lncRNA1156	-	Chr15	+	29578462	29585002	0.000000	0.000000	0.000000
Pbr_lncRNA1157	-	Chr15	+	29579539	29586275	0.000000	0.000000	0.000000
Pbr_lncRNA1158	-	Chr15	+	29595027	29602783	0.033482	3.831023	6.380627
Pbr_lncRNA1326	-	Chr15	-	29965801	29973500	0.000000	0.000000	0.000000
Pbr_lncRNA1159	-	Chr15	+	30096678	30097340	0.000000	0.000000	0.000000
Pbr_lncRNA1327	-	Chr15	-	30099784	30101654	0.000000	0.000000	0.000000
Pbr_lncRNA1328	-	Chr15	-	30119856	30123817	0.000000	0.000000	0.000000
Pbr_lncRNA1330	-	Chr15	-	30705827	30717597	0.000000	0.000000	0.000000
Pbr_lncRNA1160	-	Chr15	+	30963684	30965086	0.000000	0.000000	0.000000
Pbr_lncRNA1161	-	Chr15	+	31162134	31164105	0.559910	2.149538	3.580088
Pbr_lncRNA1332	-	Chr15	-	31236493	31239042	0.505413	1.940320	3.231632
Pbr_lncRNA1333	-	Chr15	-	31312752	31323681	0.000000	0.000000	0.000000
Pbr_lncRNA1334	-	Chr15	-	31345473	31346260	0.000000	0.000000	0.000000
Pbr_lncRNA1335	-	Chr15	-	31679898	31680294	0.000000	0.000000	0.000000
Pbr_lncRNA1163	-	Chr15	+	31680150	31680510	0.374788	1.438840	2.396410
Pbr_lncRNA1337	-	Chr15	-	31827895	31835976	0.000000	0.000000	0.000000
Pbr_lncRNA1336	-	Chr15	-	31690222	31702340	0.748757	3.697285	6.157885
Pbr_lncRNA1164	-	Chr15	+	31737253	31782506	0.000000	0.000000	0.000000
Pbr_lncRNA1165	-	Chr15	+	32491236	32492285	0.000000	0.000000	0.000000
Pbr_lncRNA1166	-	Chr15	+	32558412	32561511	3.802355	28.608494	47.647881
Pbr_lncRNA1341	-	Chr15	-	32848272	32860427	0.034449	1.078320	1.795959
Pbr_lncRNA1342	-	Chr15	-	32880181	32880546	0.000000	0.000000	0.000000
Pbr_lncRNA1343	-	Chr15	-	32881281	32883950	0.000000	0.000000	0.000000
Pbr_lncRNA1344	-	Chr15	-	33833526	33837355	0.000000	0.000000	0.000000
Pbr_lncRNA1169	-	Chr15	+	34437069	34437991	0.000000	0.000000	0.000000
Pbr_lncRNA1168	-	Chr15	+	34423291	34427096	0.000000	0.000000	0.000000
Pbr_lncRNA1345	-	Chr15	-	34679944	34682404	5.080862	43.168541	71.897858
Pbr_lncRNA1346	-	Chr15	-	34867668	34868862	87.551079	336.115356	559.805237
Pbr_lncRNA1348	-	Chr15	-	35109299	35111399	1.920837	8.619516	14.355935
Pbr_lncRNA1171	-	Chr15	+	35662465	35663037	0.324656	1.246380	2.075864
Pbr_lncRNA1173	-	Chr15	+	36015315	36016560	0.000000	0.000000	0.000000
Pbr_lncRNA1174	-	Chr15	+	36069307	36069817	0.000000	0.000000	0.000000
Pbr_lncRNA1175	-	Chr15	+	36072998	36073576	0.000000	0.000000	0.000000
Pbr_lncRNA1351	-	Chr15	-	36179144	36184657	0.000000	0.000000	0.000000
Pbr_lncRNA1172	-	Chr15	+	35869336	35872437	30.267202	184.035049	306.513153
Pbr_lncRNA1176	-	Chr15	+	36185687	36189755	0.234051	0.898989	1.497280
Pbr_lncRNA1352	-	Chr15	-	36329156	36329712	0.000000	0.000000	0.000000
Pbr_lncRNA1177	-	Chr15	+	36356807	36357284	0.000000	0.000000	0.000000
Pbr_lncRNA1353	-	Chr15	-	36668477	36671309	0.558794	2.682118	4.467108
Pbr_lncRNA1356	-	Chr15	-	37048694	37049597	0.000000	0.000000	0.000000
Pbr_lncRNA1180	-	Chr15	+	36917549	36919869	0.000000	0.000000	0.000000
Pbr_lncRNA1181	-	Chr15	+	37118805	37119960	0.000000	0.000000	0.000000
Pbr_lncRNA1182	-	Chr15	+	37120041	37122387	0.124572	0.478242	0.796519
Pbr_lncRNA1183	-	Chr15	+	37637095	37638163	0.917356	4.599771	7.660989
Pbr_lncRNA1350	-	Chr15	-	35542736	35594984	8.377916	92.535568	154.119385
Pbr_lncRNA1170	-	Chr15	+	35562244	35565185	0.000000	0.000000	0.000000
Pbr_lncRNA1359	-	Chr15	-	38212002	38214401	9.405909	36.110012	60.141769
Pbr_lncRNA1360	-	Chr15	-	38318356	38322884	0.000000	0.000000	0.000000
Pbr_lncRNA1361	-	Chr15	-	38449652	38450814	3.318009	13.028336	21.698891
Pbr_lncRNA1185	-	Chr15	+	38637996	38639270	0.000000	0.000000	0.000000
Pbr_lncRNA1362	-	Chr15	-	38687556	38690997	4.737685	18.188341	30.292957
Pbr_lncRNA1186	-	Chr15	+	38892933	38896387	1.901851	11.431867	19.039948
Pbr_lncRNA1187	-	Chr15	+	39182571	39183429	0.095599	0.367012	0.611264
Pbr_lncRNA1188	-	Chr15	+	39219846	39224797	0.000000	0.000000	0.000000
Pbr_lncRNA1190	-	Chr15	+	39706797	39707125	1.686006	6.472707	10.780393
Pbr_lncRNA1365	-	Chr15	-	39789187	39794453	1.110575	4.263584	7.101063
Pbr_lncRNA1366	-	Chr15	-	39808749	39809106	0.734073	2.818163	4.693694
Pbr_lncRNA1367	-	Chr15	-	39984691	39992560	0.000000	0.000000	0.000000
Pbr_lncRNA1368	-	Chr15	-	39985725	39993529	0.000000	0.000000	0.000000
Pbr_lncRNA1369	-	Chr15	-	40131445	40131995	0.460993	1.769788	2.947608
Pbr_lncRNA1192	-	Chr15	+	40146316	40147295	2.758190	19.571907	32.597313
Pbr_lncRNA1193	-	Chr15	+	40151420	40154483	18.497694	134.441299	223.914001
Pbr_lncRNA1371	-	Chr15	-	40227299	40227663	0.000000	0.000000	0.000000
Pbr_lncRNA1370	-	Chr15	-	40233325	40240541	2.740922	10.522612	17.525570
Pbr_lncRNA1195	-	Chr15	+	40924413	40927369	0.000000	0.000000	0.000000
Pbr_lncRNA1197	-	Chr15	+	40961730	40965455	0.000000	0.000000	0.000000
Pbr_lncRNA1198	-	Chr15	+	40964296	40964919	0.000000	0.000000	0.000000
Pbr_lncRNA1194	-	Chr15	+	40776840	40779418	21.505779	82.562355	137.508865
Pbr_lncRNA1373	-	Chr15	-	41120465	41124657	5.829705	33.452702	55.715981
Pbr_lncRNA1199	-	Chr15	+	41313192	41315552	0.000000	0.000000	0.000000
Pbr_lncRNA1200	-	Chr15	+	41575995	41579928	3.180860	12.484761	20.793558
Pbr_lncRNA1201	-	Chr15	+	41597459	41610962	2.163943	11.172829	18.608517
Pbr_lncRNA1375	-	Chr15	-	42119025	42123010	0.000000	0.000000	0.000000
Pbr_lncRNA1376	-	Chr15	-	42155646	42156035	0.000000	0.000000	0.000000
Pbr_lncRNA1203	-	Chr15	+	42203583	42206323	0.827901	4.682315	7.798468
Pbr_lncRNA1378	-	Chr15	-	42490980	42492334	10.512450	40.358109	67.217041
Pbr_lncRNA1207	-	Chr15	+	43340364	43343109	171.858200	659.776978	1098.868530
Pbr_lncRNA1380	-	Chr15	-	43464810	43465541	4.113611	21.660164	36.075333
Pbr_lncRNA1819	-	Chr2	-	33362	39474	0.000000	0.000000	0.000000
Pbr_lncRNA1820	-	Chr2	-	152565	153061	0.000000	0.000000	0.000000
Pbr_lncRNA1821	-	Chr2	-	288219	288602	0.000000	0.000000	0.000000
Pbr_lncRNA1822	-	Chr2	-	288842	290564	45.689674	175.406219	292.141724
Pbr_lncRNA1824	-	Chr2	-	444959	455556	0.093500	1.231269	2.050697
Pbr_lncRNA1713	-	Chr2	+	459683	462001	5.688501	35.695370	59.451176
Pbr_lncRNA1714	-	Chr2	+	929264	929616	0.000000	0.000000	0.000000
Pbr_lncRNA1715	-	Chr2	+	1114642	1115537	0.000000	0.000000	0.000000
Pbr_lncRNA1716	-	Chr2	+	1378715	1380428	0.000000	0.000000	0.000000
Pbr_lncRNA1825	-	Chr2	-	1763459	1764959	0.274223	1.052763	1.753393
Pbr_lncRNA1718	-	Chr2	+	2052473	2052736	3.574397	13.722388	22.854845
Pbr_lncRNA1826	-	Chr2	-	2074286	2074735	0.000000	0.000000	0.000000
Pbr_lncRNA1719	-	Chr2	+	2098302	2098868	0.000000	0.000000	0.000000
Pbr_lncRNA1721	-	Chr2	+	2215441	2221562	0.000000	0.000000	0.000000
Pbr_lncRNA1827	-	Chr2	-	2311302	2319438	0.000000	0.000000	0.000000
Pbr_lncRNA1828	-	Chr2	-	2312693	2320417	0.000000	0.000000	0.000000
Pbr_lncRNA1829	-	Chr2	-	2312901	2320662	0.000000	0.000000	0.000000
Pbr_lncRNA1830	-	Chr2	-	2313515	2321292	0.000000	0.000000	0.000000
Pbr_lncRNA1831	-	Chr2	-	2579201	2626321	0.000000	0.000000	0.000000
Pbr_lncRNA1832	-	Chr2	-	2851900	2858953	0.000000	0.000000	0.000000
Pbr_lncRNA1724	-	Chr2	+	3007955	3008407	0.624013	2.395634	3.989965
Pbr_lncRNA1833	-	Chr2	-	3232762	3235042	0.000000	0.000000	0.000000
Pbr_lncRNA1834	-	Chr2	-	3238945	3239969	0.000000	0.000000	0.000000
Pbr_lncRNA1835	-	Chr2	-	3240233	3243403	1.058302	5.235780	8.720271
Pbr_lncRNA1725	-	Chr2	+	3349249	3349582	0.630015	2.418677	4.028342
Pbr_lncRNA1726	-	Chr2	+	3451881	3459903	0.425232	1.632499	2.718951
Pbr_lncRNA1727	-	Chr2	+	3599863	3600763	0.000000	0.000000	0.000000
Pbr_lncRNA1837	-	Chr2	-	3573430	3574421	2.349716	9.697069	16.150614
Pbr_lncRNA1839	-	Chr2	-	3714759	3717255	5.114322	19.634281	32.701191
Pbr_lncRNA1840	-	Chr2	-	3927858	3930299	0.351162	1.348138	2.245345
Pbr_lncRNA1841	-	Chr2	-	3934034	3935371	0.000000	0.000000	0.000000
Pbr_lncRNA1730	-	Chr2	+	4231300	4232468	0.000000	0.000000	0.000000
Pbr_lncRNA1842	-	Chr2	-	4006625	4018166	0.000000	0.000000	0.000000
Pbr_lncRNA1728	-	Chr2	+	4017250	4029882	0.000000	0.000000	0.000000
Pbr_lncRNA1729	-	Chr2	+	4021865	4034414	0.000000	0.000000	0.000000
Pbr_lncRNA1843	-	Chr2	-	4249251	4250718	0.000000	0.000000	0.000000
Pbr_lncRNA1844	-	Chr2	-	4478402	4485342	0.369418	1.736046	2.891411
Pbr_lncRNA1845	-	Chr2	-	4479359	4485824	0.000000	0.000000	0.000000
Pbr_lncRNA1846	-	Chr2	-	4591212	4594875	0.151571	0.581893	0.969151
Pbr_lncRNA1847	-	Chr2	-	4825305	4827511	0.795172	3.052727	5.084363
Pbr_lncRNA1731	-	Chr2	+	4992616	4995488	2.430400	9.330494	15.540079
Pbr_lncRNA1849	-	Chr2	-	5010579	5013791	0.000000	0.000000	0.000000
Pbr_lncRNA1732	-	Chr2	+	5358057	5361631	0.177402	0.681060	1.134316
Pbr_lncRNA1734	-	Chr2	+	5386571	5387525	3.356435	12.885614	21.461185
Pbr_lncRNA1733	-	Chr2	+	5373947	5376339	24.931473	95.713860	159.412872
Pbr_lncRNA1850	-	Chr2	-	5424827	5428619	22.899841	116.790123	194.515717
Pbr_lncRNA1736	-	Chr2	+	5572933	5574407	0.000000	0.000000	0.000000
Pbr_lncRNA1851	-	Chr2	-	5573640	5574513	0.000000	0.000000	0.000000
Pbr_lncRNA1737	-	Chr2	+	5720312	5721223	9.071242	34.825203	58.001900
Pbr_lncRNA1738	-	Chr2	+	6061451	6062716	0.000000	0.000000	0.000000
Pbr_lncRNA1853	-	Chr2	-	6077902	6078585	3.913613	15.024664	25.023806
Pbr_lncRNA1740	-	Chr2	+	6153865	6155732	0.000000	0.000000	0.000000
Pbr_lncRNA1739	-	Chr2	+	6148734	6151585	2.130097	8.177608	13.619929
Pbr_lncRNA1742	-	Chr2	+	6191071	6192825	0.000000	0.000000	0.000000
Pbr_lncRNA1741	-	Chr2	+	6169647	6170308	0.000000	0.000000	0.000000
Pbr_lncRNA1743	-	Chr2	+	6214780	6215081	0.000000	0.000000	0.000000
Pbr_lncRNA1745	-	Chr2	+	6446094	6451810	5.561280	21.350189	35.559063
Pbr_lncRNA1746	-	Chr2	+	6550114	6553943	2.374199	16.433187	27.369722
Pbr_lncRNA1855	-	Chr2	-	6898215	6900858	0.514402	1.974829	3.289108
Pbr_lncRNA1750	-	Chr2	+	6925171	6927367	4.183012	21.465258	35.750713
Pbr_lncRNA1856	-	Chr2	-	6962702	6965346	0.000000	0.000000	0.000000
Pbr_lncRNA1857	-	Chr2	-	7033144	7033605	0.714519	2.743094	4.568665
Pbr_lncRNA1858	-	Chr2	-	7038091	7039071	1.037072	3.981400	6.631082
Pbr_lncRNA1860	-	Chr2	-	7071852	7072282	0.000000	0.000000	0.000000
Pbr_lncRNA1859	-	Chr2	-	7047776	7049164	0.000000	0.000000	0.000000
Pbr_lncRNA1862	-	Chr2	-	7227833	7228546	0.000000	0.000000	0.000000
Pbr_lncRNA1863	-	Chr2	-	7253242	7254909	99.102348	380.461639	633.664612
Pbr_lncRNA1864	-	Chr2	-	7317958	7318219	3.654455	14.029737	23.366739
Pbr_lncRNA1753	-	Chr2	+	7640812	7642712	0.706769	2.713341	4.519111
Pbr_lncRNA1754	-	Chr2	+	7739755	7740425	0.389757	1.496307	2.492123
Pbr_lncRNA1869	-	Chr2	-	7920660	7921128	10.681543	41.007275	68.298233
Pbr_lncRNA1865	-	Chr2	-	7748938	7752198	1.819608	7.895509	13.150089
Pbr_lncRNA1755	-	Chr2	+	7779174	7781245	0.000000	0.000000	0.000000
Pbr_lncRNA1866	-	Chr2	-	7786808	7787586	0.000000	0.000000	0.000000
Pbr_lncRNA1867	-	Chr2	-	7815501	7817049	2.545489	9.772326	16.275957
Pbr_lncRNA1756	-	Chr2	+	7845826	7846868	0.000000	0.000000	0.000000
