Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Pbr_lncRNA1284	-	Chr15	-	19084838	19085962	1.254091	6.877896	16.774359
Pbr_lncRNA1285	-	Chr15	-	19171822	19173334	0.000000	0.000000	0.000000
Pbr_lncRNA1283	-	Chr15	-	19018554	19026353	124.387238	690.655579	1684.425659
Pbr_lncRNA1286	-	Chr15	-	19234770	19235558	0.125705	0.689412	1.681394
Pbr_lncRNA1126	-	Chr15	+	19887222	19887798	4.653379	25.520842	62.242249
Pbr_lncRNA1131	-	Chr15	+	20565700	20567894	0.000000	0.000000	0.000000
Pbr_lncRNA1290	-	Chr15	-	20565762	20567897	2.942088	16.135492	39.352516
Pbr_lncRNA1289	-	Chr15	-	20483322	20494430	0.000000	0.000000	0.000000
Pbr_lncRNA1287	-	Chr15	-	20450162	20450745	1.980601	10.862344	26.491945
Pbr_lncRNA1288	-	Chr15	-	20459353	20460106	0.000000	0.000000	0.000000
Pbr_lncRNA1291	-	Chr15	-	20964046	20964641	0.000000	0.000000	0.000000
Pbr_lncRNA1294	-	Chr15	-	21739289	21740534	0.000000	0.000000	0.000000
Pbr_lncRNA1128	-	Chr15	+	20367825	20372177	5.617760	48.151257	117.435097
Pbr_lncRNA1133	-	Chr15	+	22168236	22169207	0.000000	0.000000	0.000000
Pbr_lncRNA1296	-	Chr15	-	22658308	22659084	0.000000	0.000000	0.000000
Pbr_lncRNA1135	-	Chr15	+	22569126	22571767	2.976492	16.324177	39.812695
Pbr_lncRNA1136	-	Chr15	+	23418755	23420494	1.109746	6.086255	14.843641
Pbr_lncRNA1137	-	Chr15	+	23420561	23426504	0.685639	6.096670	14.869041
Pbr_lncRNA1299	-	Chr15	-	23357997	23365795	33.403046	501.618164	1223.386108
Pbr_lncRNA1300	-	Chr15	-	23505542	23514278	0.410276	2.359435	5.754378
Pbr_lncRNA1138	-	Chr15	+	23732422	23733512	1.543363	8.464370	20.643576
Pbr_lncRNA1139	-	Chr15	+	23833607	23834557	8.231555	45.144875	110.102898
Pbr_lncRNA1303	-	Chr15	-	24039303	24039947	0.509549	3.024316	7.375942
Pbr_lncRNA1304	-	Chr15	-	24062493	24063310	2.109387	11.568653	28.214550
Pbr_lncRNA1305	-	Chr15	-	24065591	24067179	3.198528	17.541903	42.782585
Pbr_lncRNA1140	-	Chr15	+	24141456	24142929	110.532310	619.956299	1511.998535
Pbr_lncRNA1307	-	Chr15	-	24437705	24440216	17.380285	95.319870	232.473663
Pbr_lncRNA1306	-	Chr15	-	24379361	24382943	42.946354	516.709778	1260.192749
Pbr_lncRNA1302	-	Chr15	-	23947465	23961391	8.627714	97.381508	237.501740
Pbr_lncRNA1142	-	Chr15	+	24662269	24662913	0.983144	5.391923	13.150249
Pbr_lncRNA1145	-	Chr15	+	25278798	25285512	0.000000	0.000000	0.000000
Pbr_lncRNA1309	-	Chr15	-	24698890	24699789	0.000000	0.000000	0.000000
Pbr_lncRNA1143	-	Chr15	+	24782504	24802234	0.000000	0.000000	0.000000
Pbr_lncRNA1144	-	Chr15	+	24800234	24801013	0.000000	0.000000	0.000000
Pbr_lncRNA1310	-	Chr15	-	24901209	24901516	0.000000	0.000000	0.000000
Pbr_lncRNA1311	-	Chr15	-	24985473	24985964	0.000000	0.000000	0.000000
Pbr_lncRNA1312	-	Chr15	-	25002957	25003256	0.000000	0.000000	0.000000
Pbr_lncRNA1308	-	Chr15	-	24572199	24584360	3450.079102	25869.677734	63093.015625
Pbr_lncRNA1146	-	Chr15	+	26139056	26139707	65.927567	361.571014	881.828064
Pbr_lncRNA1313	-	Chr15	-	26411692	26413094	0.000000	0.000000	0.000000
Pbr_lncRNA1147	-	Chr15	+	26440946	26442214	0.000000	0.000000	0.000000
Pbr_lncRNA1148	-	Chr15	+	26479487	26480714	0.000000	0.000000	0.000000
Pbr_lncRNA1314	-	Chr15	-	27350175	27350749	0.000000	0.000000	0.000000
Pbr_lncRNA1316	-	Chr15	-	27819091	27822325	3.801112	23.992704	58.515308
Pbr_lncRNA1317	-	Chr15	-	27858507	27858922	0.000000	0.000000	0.000000
Pbr_lncRNA1150	-	Chr15	+	27773885	27811702	0.976199	5.353834	13.057355
Pbr_lncRNA1151	-	Chr15	+	27987164	27988612	4.265222	23.392046	57.050373
Pbr_lncRNA1320	-	Chr15	-	28685243	28688154	24.971455	140.706665	343.166565
Pbr_lncRNA1321	-	Chr15	-	28718257	28721085	4.418715	24.442997	59.613522
Pbr_lncRNA1324	-	Chr15	-	29336319	29336802	1.398916	7.672169	18.711494
Pbr_lncRNA1325	-	Chr15	-	29818295	29832358	2.985968	16.376146	39.939442
Pbr_lncRNA1153	-	Chr15	+	29576004	29582794	0.171940	0.942982	2.299820
Pbr_lncRNA1154	-	Chr15	+	29576382	29583788	0.849240	11.782208	28.735386
Pbr_lncRNA1155	-	Chr15	+	29578030	29584769	0.000000	0.000000	0.000000
Pbr_lncRNA1156	-	Chr15	+	29578462	29585002	0.132977	0.729295	1.778662
Pbr_lncRNA1157	-	Chr15	+	29579539	29586275	0.467949	5.772917	14.079447
Pbr_lncRNA1326	-	Chr15	-	29965801	29973500	0.023417	0.128427	0.313219
Pbr_lncRNA1322	-	Chr15	-	29016282	29037656	0.665249	4.244138	10.350941
Pbr_lncRNA1323	-	Chr15	-	29028274	29030732	0.000000	0.000000	0.000000
Pbr_lncRNA1327	-	Chr15	-	30099784	30101654	0.000000	0.000000	0.000000
Pbr_lncRNA1159	-	Chr15	+	30096678	30097340	0.000000	0.000000	0.000000
Pbr_lncRNA1328	-	Chr15	-	30119856	30123817	0.278953	2.650244	6.463624
Pbr_lncRNA1329	-	Chr15	-	30703412	30705643	0.000000	0.000000	0.000000
Pbr_lncRNA1330	-	Chr15	-	30705827	30717597	0.000000	0.000000	0.000000
Pbr_lncRNA1160	-	Chr15	+	30963684	30965086	0.187182	1.026575	2.503692
Pbr_lncRNA1161	-	Chr15	+	31162134	31164105	3.583630	19.653944	47.933598
Pbr_lncRNA1332	-	Chr15	-	31236493	31239042	0.324174	1.777889	4.336058
Pbr_lncRNA1333	-	Chr15	-	31312752	31323681	0.000000	0.000000	0.000000
Pbr_lncRNA1334	-	Chr15	-	31345473	31346260	0.000000	0.000000	0.000000
Pbr_lncRNA1165	-	Chr15	+	32491236	32492285	0.000000	0.000000	0.000000
Pbr_lncRNA1164	-	Chr15	+	31737253	31782506	1.157304	6.347081	15.479763
Pbr_lncRNA1337	-	Chr15	-	31827895	31835976	0.000000	0.000000	0.000000
Pbr_lncRNA1166	-	Chr15	+	32558412	32561511	2.909284	37.062984	90.392143
Pbr_lncRNA1340	-	Chr15	-	32789332	32789995	2.511854	13.775929	33.597832
Pbr_lncRNA1341	-	Chr15	-	32848272	32860427	0.782778	25.778355	62.870293
Pbr_lncRNA1343	-	Chr15	-	32881281	32883950	0.039874	0.218684	0.533343
Pbr_lncRNA1344	-	Chr15	-	33833526	33837355	0.000000	0.000000	0.000000
Pbr_lncRNA1169	-	Chr15	+	34437069	34437991	0.000000	0.000000	0.000000
Pbr_lncRNA1168	-	Chr15	+	34423291	34427096	0.000000	0.000000	0.000000
Pbr_lncRNA1345	-	Chr15	-	34679944	34682404	0.000000	0.000000	0.000000
Pbr_lncRNA1346	-	Chr15	-	34867668	34868862	80.962006	444.025391	1082.924316
Pbr_lncRNA1347	-	Chr15	-	35000151	35007786	0.000000	0.000000	0.000000
Pbr_lncRNA1348	-	Chr15	-	35109299	35111399	1.080721	6.518999	15.899052
Pbr_lncRNA1172	-	Chr15	+	35869336	35872437	29.903822	331.265381	807.916199
Pbr_lncRNA1173	-	Chr15	+	36015315	36016560	0.133787	0.733737	1.789496
Pbr_lncRNA1174	-	Chr15	+	36069307	36069817	0.000000	0.000000	0.000000
Pbr_lncRNA1175	-	Chr15	+	36072998	36073576	0.000000	0.000000	0.000000
Pbr_lncRNA1351	-	Chr15	-	36179144	36184657	0.415316	2.277746	5.555147
Pbr_lncRNA1176	-	Chr15	+	36185687	36189755	5.463848	31.800838	77.558403
Pbr_lncRNA1352	-	Chr15	-	36329156	36329712	1.180291	6.473150	15.787230
Pbr_lncRNA1353	-	Chr15	-	36668477	36671309	1.721982	11.974563	29.204512
Pbr_lncRNA1356	-	Chr15	-	37048694	37049597	0.000000	0.000000	0.000000
Pbr_lncRNA1181	-	Chr15	+	37118805	37119960	0.932655	5.115023	12.474923
Pbr_lncRNA1180	-	Chr15	+	36917549	36919869	34.697483	190.293747	464.103485
Pbr_lncRNA1182	-	Chr15	+	37120041	37122387	0.000000	0.000000	0.000000
Pbr_lncRNA1357	-	Chr15	-	37471299	37473097	0.000000	0.000000	0.000000
Pbr_lncRNA1183	-	Chr15	+	37637095	37638163	0.620862	4.274708	10.425497
Pbr_lncRNA1359	-	Chr15	-	38212002	38214401	26.363119	144.585037	352.625458
Pbr_lncRNA1360	-	Chr15	-	38318356	38322884	9.659318	52.975254	129.200241
Pbr_lncRNA1361	-	Chr15	-	38449652	38450814	1.154998	6.426664	15.673858
Pbr_lncRNA1185	-	Chr15	+	38637996	38639270	0.692072	3.795577	9.256954
Pbr_lncRNA1362	-	Chr15	-	38687556	38690997	0.401656	2.202829	5.372434
Pbr_lncRNA1363	-	Chr15	-	38828704	38833672	0.000000	0.000000	0.000000
Pbr_lncRNA1186	-	Chr15	+	38892933	38896387	0.547557	5.406303	13.185320
Pbr_lncRNA1364	-	Chr15	-	39084830	39086465	2.412116	13.228930	32.263763
Pbr_lncRNA1187	-	Chr15	+	39182571	39183429	0.000000	0.000000	0.000000
Pbr_lncRNA1189	-	Chr15	+	39592565	39593008	0.000000	0.000000	0.000000
Pbr_lncRNA1365	-	Chr15	-	39789187	39794453	1.908442	10.466598	25.526768
Pbr_lncRNA1367	-	Chr15	-	39984691	39992560	0.000000	0.000000	0.000000
Pbr_lncRNA1368	-	Chr15	-	39985725	39993529	0.000000	0.000000	0.000000
Pbr_lncRNA1191	-	Chr15	+	40000915	40002262	0.000000	0.000000	0.000000
Pbr_lncRNA1369	-	Chr15	-	40131445	40131995	0.898346	4.926860	12.016016
Pbr_lncRNA1371	-	Chr15	-	40227299	40227663	0.000000	0.000000	0.000000
Pbr_lncRNA1370	-	Chr15	-	40233325	40240541	0.381600	2.092835	5.104171
Pbr_lncRNA1192	-	Chr15	+	40146316	40147295	2.265063	22.960909	55.998886
Pbr_lncRNA1193	-	Chr15	+	40151420	40154483	9.083204	98.768265	240.883881
Pbr_lncRNA1195	-	Chr15	+	40924413	40927369	1.578102	14.315735	34.914349
Pbr_lncRNA1197	-	Chr15	+	40961730	40965455	0.253567	1.390655	3.391639
Pbr_lncRNA1198	-	Chr15	+	40964296	40964919	0.000000	0.000000	0.000000
Pbr_lncRNA1194	-	Chr15	+	40776840	40779418	0.000000	0.000000	0.000000
Pbr_lncRNA1373	-	Chr15	-	41120465	41124657	3.901770	27.343517	66.687531
Pbr_lncRNA1374	-	Chr15	-	41261000	41262261	0.000000	0.000000	0.000000
Pbr_lncRNA1199	-	Chr15	+	41313192	41315552	3.838027	21.049150	51.336338
Pbr_lncRNA1350	-	Chr15	-	35542736	35594984	15.398519	217.080124	529.432251
Pbr_lncRNA1170	-	Chr15	+	35562244	35565185	0.000000	0.000000	0.000000
Pbr_lncRNA1201	-	Chr15	+	41597459	41610962	0.780270	5.654772	13.791306
Pbr_lncRNA1200	-	Chr15	+	41575995	41579928	1.562254	8.643945	21.081537
Pbr_lncRNA1375	-	Chr15	-	42119025	42123010	0.000000	0.000000	0.000000
Pbr_lncRNA1377	-	Chr15	-	42173920	42174792	2.091032	11.467989	27.969038
Pbr_lncRNA1203	-	Chr15	+	42203583	42206323	1.057988	8.987474	21.919365
Pbr_lncRNA1378	-	Chr15	-	42490980	42492334	142.794708	783.138672	1909.980591
Pbr_lncRNA1204	-	Chr15	+	42766693	42767489	1.601633	8.783943	21.422979
Pbr_lncRNA1207	-	Chr15	+	43340364	43343109	225.764618	1238.176147	3019.762207
Pbr_lncRNA1380	-	Chr15	-	43464810	43465541	17.471889	131.425018	320.529755
Pbr_lncRNA1819	-	Chr2	-	33362	39474	0.031541	0.239870	0.585013
Pbr_lncRNA1820	-	Chr2	-	152565	153061	0.000000	0.000000	0.000000
Pbr_lncRNA1822	-	Chr2	-	288842	290564	37.040852	203.145660	495.447693
Pbr_lncRNA1823	-	Chr2	-	443489	444147	1.169169	6.412152	15.638466
Pbr_lncRNA1824	-	Chr2	-	444959	455556	0.012741	0.332868	0.811825
Pbr_lncRNA1713	-	Chr2	+	459683	462001	2.623354	21.976986	53.599213
Pbr_lncRNA1718	-	Chr2	+	2052473	2052736	0.000000	0.000000	0.000000
Pbr_lncRNA1826	-	Chr2	-	2074286	2074735	1.743288	10.366519	25.282688
Pbr_lncRNA1719	-	Chr2	+	2098302	2098868	0.000000	0.000000	0.000000
Pbr_lncRNA1720	-	Chr2	+	2115549	2120543	0.000000	0.000000	0.000000
Pbr_lncRNA1721	-	Chr2	+	2215441	2221562	0.550269	3.017877	7.360239
Pbr_lncRNA1827	-	Chr2	-	2311302	2319438	0.241569	1.801209	4.392931
Pbr_lncRNA1828	-	Chr2	-	2312693	2320417	0.000000	0.000000	0.000000
Pbr_lncRNA1829	-	Chr2	-	2312901	2320662	0.000000	0.000000	0.000000
Pbr_lncRNA1830	-	Chr2	-	2313515	2321292	0.000000	0.000000	0.000000
Pbr_lncRNA1831	-	Chr2	-	2579201	2626321	0.000000	0.000000	0.000000
Pbr_lncRNA1832	-	Chr2	-	2851900	2858953	0.000000	0.000000	0.000000
Pbr_lncRNA1724	-	Chr2	+	3007955	3008407	0.000000	0.000000	0.000000
Pbr_lncRNA1833	-	Chr2	-	3232762	3235042	0.000000	0.000000	0.000000
Pbr_lncRNA1835	-	Chr2	-	3240233	3243403	0.175977	1.243734	3.033317
Pbr_lncRNA1836	-	Chr2	-	3333537	3334069	0.838222	4.597118	11.211815
Pbr_lncRNA1725	-	Chr2	+	3349249	3349582	0.416964	2.286784	5.577189
Pbr_lncRNA1727	-	Chr2	+	3599863	3600763	0.822109	4.508748	10.996292
Pbr_lncRNA1839	-	Chr2	-	3714759	3717255	0.000000	0.000000	0.000000
Pbr_lncRNA1840	-	Chr2	-	3927858	3930299	1.271940	6.975786	17.013102
Pbr_lncRNA1841	-	Chr2	-	3934034	3935371	0.000000	0.000000	0.000000
Pbr_lncRNA1842	-	Chr2	-	4006625	4018166	0.000000	0.000000	0.000000
Pbr_lncRNA1728	-	Chr2	+	4017250	4029882	0.426175	2.337300	5.700393
Pbr_lncRNA1729	-	Chr2	+	4021865	4034414	0.349522	1.916907	4.675105
Pbr_lncRNA1730	-	Chr2	+	4231300	4232468	0.000000	0.000000	0.000000
Pbr_lncRNA1844	-	Chr2	-	4478402	4485342	0.000000	0.000000	0.000000
Pbr_lncRNA1845	-	Chr2	-	4479359	4485824	0.087832	0.805835	1.965333
Pbr_lncRNA1846	-	Chr2	-	4591212	4594875	0.165434	0.907301	2.212797
Pbr_lncRNA1847	-	Chr2	-	4825305	4827511	0.000000	0.000000	0.000000
Pbr_lncRNA1731	-	Chr2	+	4992616	4995488	4.485510	24.600183	59.996883
Pbr_lncRNA1848	-	Chr2	-	5008613	5009449	2.445608	13.412613	32.711742
Pbr_lncRNA1849	-	Chr2	-	5010579	5013791	0.503375	2.760694	6.732998
Pbr_lncRNA1732	-	Chr2	+	5358057	5361631	0.090460	0.496116	1.209967
Pbr_lncRNA1733	-	Chr2	+	5373947	5376339	14.494224	79.491646	193.870544
Pbr_lncRNA1734	-	Chr2	+	5386571	5387525	0.000000	0.000000	0.000000
Pbr_lncRNA1850	-	Chr2	-	5424827	5428619	16.254454	152.421051	371.736542
Pbr_lncRNA1735	-	Chr2	+	5552386	5552758	5.181161	28.415392	69.301704
Pbr_lncRNA1736	-	Chr2	+	5572933	5574407	0.000000	0.000000	0.000000
Pbr_lncRNA1851	-	Chr2	-	5573640	5574513	0.000000	0.000000	0.000000
Pbr_lncRNA1852	-	Chr2	-	5685207	5685754	0.509690	2.795327	6.817466
Pbr_lncRNA1737	-	Chr2	+	5720312	5721223	0.592435	3.249131	7.924239
Pbr_lncRNA1738	-	Chr2	+	6061451	6062716	0.000000	0.000000	0.000000
Pbr_lncRNA1853	-	Chr2	-	6077902	6078585	0.000000	0.000000	0.000000
Pbr_lncRNA1739	-	Chr2	+	6148734	6151585	0.000000	0.000000	0.000000
Pbr_lncRNA1740	-	Chr2	+	6153865	6155732	0.000000	0.000000	0.000000
Pbr_lncRNA1741	-	Chr2	+	6169647	6170308	0.000000	0.000000	0.000000
Pbr_lncRNA1743	-	Chr2	+	6214780	6215081	0.340264	1.866133	4.551273
Pbr_lncRNA1745	-	Chr2	+	6446094	6451810	6.740026	36.964779	90.152634
Pbr_lncRNA1746	-	Chr2	+	6550114	6553943	2.793880	29.520552	71.997063
Pbr_lncRNA1747	-	Chr2	+	6602979	6603361	1.242447	6.814036	16.618610
Pbr_lncRNA1855	-	Chr2	-	6898215	6900858	0.263075	1.442800	3.518815
Pbr_lncRNA1750	-	Chr2	+	6925171	6927367	1.001964	7.516589	18.332052
Pbr_lncRNA1856	-	Chr2	-	6962702	6965346	1.656253	9.416325	22.965279
Pbr_lncRNA1857	-	Chr2	-	7033144	7033605	6.481235	35.545475	86.691124
Pbr_lncRNA1858	-	Chr2	-	7038091	7039071	1.890000	10.365455	25.280092
Pbr_lncRNA1859	-	Chr2	-	7047776	7049164	2.604268	14.282763	34.833935
Pbr_lncRNA1861	-	Chr2	-	7172655	7173400	1.035041	5.676545	13.844408
Pbr_lncRNA1862	-	Chr2	-	7227833	7228546	1.162635	6.376318	15.551069
Pbr_lncRNA1863	-	Chr2	-	7253242	7254909	96.625595	529.930237	1292.435791
Pbr_lncRNA1864	-	Chr2	-	7317958	7318219	0.000000	0.000000	0.000000
Pbr_lncRNA1865	-	Chr2	-	7748938	7752198	1.021895	6.767540	16.505211
Pbr_lncRNA1866	-	Chr2	-	7786808	7787586	0.000000	0.000000	0.000000
Pbr_lncRNA1755	-	Chr2	+	7779174	7781245	0.020206	0.137098	0.334366
Pbr_lncRNA1867	-	Chr2	-	7815501	7817049	0.861982	4.727426	11.529621
Pbr_lncRNA1756	-	Chr2	+	7845826	7846868	0.000000	0.000000	0.000000
Pbr_lncRNA1869	-	Chr2	-	7920660	7921128	0.000000	0.000000	0.000000
Pbr_lncRNA1870	-	Chr2	-	8168523	8170009	64.830421	355.553864	867.152893
Pbr_lncRNA1872	-	Chr2	-	8360073	8362099	0.000000	0.000000	0.000000
